Wavelength,NADH_Coeff,PYR_Coeff
243.0,8.371429802122453,0.18817066910241587
244.0,8.736969783759415,0.17298968475641585
245.0,9.114068525407871,0.15855122084660397
246.0,9.54346668508936,0.14514056290734656
247.0,10.003542905738989,0.13295082526635643
248.0,10.462398492006672,0.12175993400045544
249.0,10.928618511287217,0.11164992870671288
250.0,11.347194690265,0.10260363852618812
251.0,11.804609860759765,0.09442941269073267
252.0,12.227405720260414,0.08707157928163367
253.0,12.624584294600231,0.08045722942538615
254.0,12.995521215233351,0.07452426098365347
255.0,13.330708760595668,0.06916763758894061
256.0,13.621856941551297,0.06440157937532674
257.0,13.867301131723998,0.060163979483158415
258.0,14.041661391517993,0.056257871117930694
259.0,14.096931905724068,0.05272076389573268
260.0,14.14260809928231,0.04950254742465347
261.0,14.105406853324777,0.046560835130128715
262.0,13.985592241526316,0.04388951311017822
263.0,13.780798292009235,0.039192142691895804
264.0,13.520803321365726,0.03718580864155286
265.0,13.19839929417214,0.03534047707187159
266.0,12.772123435370428,0.033459240269168786
267.0,12.310655215005113,0.03187991618560553
268.0,11.351739384545125,0.03032109848310842
269.0,10.799902371326564,0.028892239897317186
270.0,10.142068107579295,0.02757082256799269
271.0,9.481923619152338,0.026295161806405995
272.0,8.791307257998227,0.025146682553004226
273.0,8.095469294206106,0.024067787975585158
274.0,7.390843434884928,0.023054616994834295
275.0,6.7278847060761615,0.02213368201338562
276.0,6.078177619099132,0.021292225208167627
277.0,5.465836728674093,0.0205052064868589
278.0,4.87307577900205,0.01978317713196963
279.0,4.322804880019424,0.019149191055969624
280.0,3.8048636861716036,0.019369636638872628
281.0,3.3304315711128893,0.01888372436249607
282.0,2.7710089653941727,0.018416952929813744
283.0,2.4483213253529734,0.01805755571943909
284.0,2.1644433119004027,0.01773376096270034
285.0,1.9304257615174147,0.017382125856006347
286.0,1.7601945945940933,0.017138291101549637
287.0,1.6390412426637022,0.016973550391004046
288.0,1.557637510989116,0.016815702155147844
289.0,1.5114034926562603,0.01672408622594508
290.0,1.493826377918374,0.0166777146164375
291.0,1.4973087735308501,0.016682007815872073
292.0,1.5176525113657557,0.01668167488886025
293.0,1.5557771611337994,0.0167829290892103
294.0,1.6026029827264308,0.016841935350839297
295.0,1.6588683108656548,0.01695636294870304
296.0,1.7237765374161285,0.01710388689001111
297.0,1.79709016933984,0.017292881624989605
298.0,1.8764500058820457,0.01748382313914896
299.0,1.964112685603918,0.017688330237179035
300.0,2.056019690124228,0.01792222005527474
301.0,2.1460627318870977,0.018073305006338466
302.0,2.251356056290266,0.018311860759850807
303.0,2.344767773256721,0.01848653694645298
304.0,2.454909907743113,0.0187056255514652
305.0,2.5590886394370758,0.018938094167021823
306.0,2.673637507290482,0.019096198398699627
307.0,2.7980214576462754,0.019260566259756924
308.0,2.9971586744845613,0.019483307525947464
309.0,3.1285635090947097,0.01965284347534283
310.0,3.2620348080702892,0.01968320037966812
311.0,3.3985466962937543,0.01906512655326605
312.0,3.5370199692457875,0.019179684068098807
313.0,3.676907846255381,0.019268315464480584
314.0,3.815704605644237,0.019328002240365627
315.0,3.9583340225918024,0.019383795304457132
316.0,4.096066239733897,0.019394104593495193
317.0,4.237193995360571,0.019410352072599384
318.0,4.379234477601286,0.019400887744146483
319.0,4.51584472525069,0.019392978407147633
320.0,4.650284650758757,0.019339410216483274
321.0,4.785597898012315,0.0192838463128712
322.0,4.917591361867919,0.019211661673555556
323.0,5.04289394096213,0.019096057536914648
324.0,5.1631698034903,0.01979401081140068
325.0,5.284031240623704,0.019655835996517018
326.0,5.399079391237902,0.01950069420224847
327.0,5.502077290166537,0.01929579109589723
328.0,5.618503083685898,0.019258850879605348
329.0,5.710197285091433,0.01908430403427744
330.0,5.798245162016204,0.018948299337423456
331.0,5.880246988808082,0.018785016686755814
332.0,5.951040422862581,0.018577013817226488
333.0,6.018036633192262,0.018373906238713593
334.0,6.07316464841762,0.018158612994109834
335.0,6.119860022811375,0.017915896750304576
336.0,6.163557572924847,0.01769579721721181
337.0,6.198640731097119,0.017411956161974048
338.0,6.216018581446872,0.017142323726379655
339.0,6.222349324082359,0.01685472666560075
340.0,6.220000000000001,0.016553906900207683
341.0,6.208374037891429,0.016252173610021663
342.0,6.190366015187011,0.015915188843478294
343.0,6.160730197590272,0.015543850913195302
344.0,6.121671730150442,0.015157845273642966
345.0,6.07244253138142,0.014782205289074913
346.0,6.0127606579575135,0.014355810282107292
347.0,5.944048045077044,0.01393257422197913
348.0,5.87034812049268,0.013492433771844616
349.0,5.781537499811813,0.013013743340101898
350.0,5.688820299275771,0.0125462999609481
351.0,5.580991791706984,0.012066936447507578
352.0,5.474332906027587,0.011583827032133242
353.0,5.34802229553362,0.011051089165186018
354.0,5.2206126253579255,0.010530864442213555
355.0,5.0925022206295125,0.010023169778245694
356.0,4.953550590963226,0.009501283977268868
357.0,4.815492443669438,0.008988982939966748
358.0,4.660889751980689,0.008442209501247203
359.0,4.505681630525578,0.007899380138907626
360.0,4.351044421396737,0.007375945496979048
361.0,4.18991610100437,0.006861714217111578
362.0,4.024452023751378,0.006362325245876597
363.0,3.8597952880058384,0.005871523051936117
364.0,3.691939121699681,0.0053833161599196894
365.0,3.523149762694283,0.004922252506992144
366.0,3.3559500386521663,0.004479120330348862
367.0,3.1860322954077525,0.004057886297580113
368.0,2.8065853145994586,0.00366076631457543
369.0,2.694458615229304,0.0032779506516575664
370.0,2.5707499581319047,0.0029262188984952786
371.0,2.417658376080123,0.002593962278324736
372.0,2.2896457198490037,0.002292030510963495
373.0,2.1464464614562586,0.0020140227169577014
374.0,2.0123593609815553,0.0017532657871215777
375.0,1.8683362379311323,0.0015245152223608443
376.0,1.741240964004957,0.0013212081071228474
377.0,1.6141373828594778,0.0011272719526820886
378.0,1.490039957791188,0.0009727375477653361
379.0,1.3758333817271577,0.0008395407069516705
380.0,1.2616286981364218,0.0007214052754146496
381.0,1.1567504888572278,0.0006180079756546305
382.0,1.0590830185240632,0.0005392411069023887
383.0,0.9599755976363686,0.0004747385222272042
384.0,0.8687511613345409,0.0004198759872250615
385.0,0.7842496238314401,0.00037630807123204506
386.0,0.7068804965666201,0.0003415576504048091
387.0,0.6341519582273483,0.0003162455855812237
388.0,0.5666802667547879,0.0002957028762179192
389.0,0.5081591602683684,0.0002796280791783985
390.0,0.45219724220593993,0.0002516721621440362
391.0,0.40301865918249397,0.0002473908448501706
392.0,0.3573656054028879,0.00024418050964375844
393.0,0.31741798826136924,0.00024469802610427744
394.0,0.2816200968577184,0.00023050162917181174
395.0,0.24824516041856548,0.00021691886539123878
396.0,0.22084815211481965,0.00022436242171399093
397.0,0.19483309130526916,0.00022063199683207679
398.0,0.1729030189203048,0.00023186610772438695
